desc,down,ydstogo,yardline_100,penalty_yards,penalty_accepted,penalty_type
"(8:45) (No Huddle, Shotgun) 1-J.Fields pass incomplete short right to 8-N.Harry [56-D.Fowler]. PENALTY on DAL-3-A.Brown, Defensive Pass Interference, 6 yards, enforced at DAL 35 - No Play.",3,5,35,6,TRUE,Defensive Pass Interference
"(4:58) PENALTY on DAL-73-Ty.Smith, False Start, 5 yards, enforced at DAL 27 - No Play.",1,10,73,-5,TRUE,False Start
"(14:56) (Shotgun) 9-J.Burrow pass short left to 28-J.Mixon to CIN 22 for 8 yards (23-M.Emerson). PENALTY on CLE, Defensive Too Many Men on Field, 5 yards, enforced at CIN 14 - No Play.",1,10,86,5,TRUE,Defensive Too Many Men on Field
"(8:16) 24-N.Chubb left tackle to CIN 35 for -1 yards (55-L.Wilson). PENALTY on CLE-71-J.Wills, Offensive Holding, 10 yards, enforced at CIN 34 - No Play.",2,9,34,-10,TRUE,Offensive Holding
"(Kick formation) PENALTY on CIN, Defensive Too Many Men on Field, 1 yard, enforced at CIN 15 - No Play.",NA,0,15,NA,TRUE,Defensive Too Many Men on Field
"(5:00) (Shotgun) 9-J.Burrow pass incomplete deep right to 85-T.Higgins. PENALTY on CLE-23-M.Emerson, Defensive Pass Interference, 16 yards, enforced at CIN 28 - No Play.",1,10,72,16,TRUE,Defensive Pass Interference
"(2:18) (No Huddle) PENALTY on CLE-84-P.Brown, False Start, 5 yards, enforced at CIN 31 - No Play.",2,7,31,-5,TRUE,False Start
"(2:15) (Shotgun) 9-J.Burrow scrambles right end ran ob at CIN 39 for 3 yards (99-T.Bryan). PENALTY on CLE-90-J.Clowney, Defensive Offside, 5 yards, enforced at CIN 36 - No Play.",3,1,64,5,TRUE,Defensive Offside
"(8:16) (Shotgun) 9-J.Burrow pass short left to 88-H.Hurst pushed ob at CIN 32 for 5 yards (44-S.Takitaki). PENALTY on CLE-44-S.Takitaki, Unnecessary Roughness, 15 yards, enforced at CIN 32.",2,8,73,15,TRUE,Unnecessary Roughness
"(5:43) (Run formation) Penalty on CLE, Delay of Game, declined.",4,5,40,NA,FALSE,NA
"(2:22) 68-M.Dunn reported in as eligible.  PENALTY on CIN, Defensive Too Many Men on Field, 5 yards, enforced at CIN 23 - No Play.",1,10,23,5,TRUE,Defensive Too Many Men on Field
"(12:55) (Shotgun) PENALTY on DEN-93-D.Jones, Neutral Zone Infraction, 5 yards, enforced at JAX 33 - No Play.",2,4,67,5,TRUE,Neutral Zone Infraction
"(10:04) (Shotgun) 1-T.Etienne left tackle to DEN 29 for 2 yards (49-A.Singleton). PENALTY on JAX-74-C.Robinson, Offensive Holding, 10 yards, enforced at DEN 31 - No Play.",2,4,31,-10,TRUE,Offensive Holding
"(7:12) (Shotgun) 28-L.Murray right guard to DEN 29 for 3 yards (52-D.Hamilton). PENALTY on DEN-87-E.Tomlinson, Offensive Holding, 10 yards, enforced at DEN 28.",2,9,74,-10,TRUE,Offensive Holding
"(6:13) (Shotgun) PENALTY on DEN-79-L.Cushenberry, False Start, 5 yards, enforced at DEN 24 - No Play.",3,11,76,-5,TRUE,False Start
"(1:52) (Shotgun) 1-T.Etienne left end to JAX 41 for -2 yards (21-K.Williams). PENALTY on DEN-21-K.Williams, Low Block, 15 yards, enforced at JAX 43 - No Play.",1,10,57,15,TRUE,Low Block
"(:40) (Shotgun) 16-T.Lawrence pass short right to 22-J.Hasty to DEN 43 for -2 yards (31-J.Simmons, 47-J.Jewell). PENALTY on DEN-31-J.Simmons, Taunting, 15 yards, enforced at DEN 43.",2,9,41,15,TRUE,Taunting
"(13:36) 16-T.Lawrence pass incomplete short right to 17-E.Engram. PENALTY on DEN-31-J.Simmons, Defensive Holding, 2 yards, enforced at DEN 5 - No Play.",2,5,5,2,TRUE,Defensive Holding
"(12:51) (Shotgun) 16-T.Lawrence pass incomplete short left to 11-M.Jones. PENALTY on DEN-2-P.Surtain, Defensive Pass Interference, 4 yards, enforced at DEN 5 - No Play.",2,5,5,4,TRUE,Defensive Pass Interference
"(11:13) (Punt formation) PENALTY on DEN, Delay of Game, 4 yards, enforced at DEN 29 - No Play.",4,1,71,-4,TRUE,Delay of Game
"PENALTY on DEN, Delay of Kickoff, 5 yards, enforced at DEN 35 - No Play.",NA,0,35,5,TRUE,Delay of Kickoff
"(2:36) (Shotgun) 16-T.Lawrence pass short left to 1-T.Etienne pushed ob at JAX 37 for 4 yards (22-K.Jackson). PENALTY on DEN-55-B.Chubb, Defensive Offside, 5 yards, enforced at JAX 33 - No Play.",2,10,67,5,TRUE,Defensive Offside
"(1:20) (Shotgun) 16-T.Lawrence pass incomplete deep left. PENALTY on JAX-16-T.Lawrence, Intentional Grounding, 14 yards, enforced at DEN 38. Denver declined the 10 second run off.",3,9,38,-14,FALSE,Intentional Grounding
"8-B.McManus extra point is GOOD, Center-48-M.Fraboni, Holder-17-C.Waitman. PENALTY on JAX-95-R.Robertson-Harris, Unnecessary Roughness, 15 yards, enforced between downs.",NA,0,15,15,TRUE,Unnecessary Roughness
"(5:07) 16-T.Lawrence pass short middle to 1-T.Etienne to JAX 30 for 5 yards (49-A.Singleton; 47-J.Jewell). PENALTY on DEN-27-D.Mathis, Illegal Contact, 5 yards, enforced at JAX 25 - No Play.",1,10,75,5,TRUE,Illegal Contact
"(:30) (Shotgun) PENALTY on JAX-68-B.Scherff, False Start, 5 yards, enforced at JAX 39 - No Play.",1,10,61,-5,TRUE,False Start
"(13:09) (Shotgun) PENALTY on DEN-66-D.Risner, False Start, 5 yards, enforced at DEN 28 - No Play.",3,2,72,-5,TRUE,False Start
"(12:11) 1-T.Etienne left guard to DEN 45 for 18 yards (31-J.Simmons). PENALTY on JAX-79-L.Fortner, Offensive Holding, 10 yards, enforced at JAX 37 - No Play.",2,2,63,-10,TRUE,Offensive Holding
"(8:51) (Shotgun) 16-T.Lawrence sacked at DEN 48 for -6 yards (93-D.Jones). Penalty on JAX-74-C.Robinson, Offensive Holding, declined.",3,8,42,NA,FALSE,NA
"(9:19) (Shotgun) 12-A.Rodgers sacked at GB 48 for -8 yards (91-E.Oliver). PENALTY on BUF-30-D.Jackson, Illegal Use of Hands, 5 yards, enforced at BUF 44 - No Play.",1,10,44,5,TRUE,Illegal Use of Hands
"(7:23) PENALTY on GB-8-Am.Rodgers, False Start, 5 yards, enforced at BUF 17 - No Play.",1,10,17,-5,TRUE,False Start
"(4:07) (Shotgun) 28-J.Cook left end pushed ob at GB 43 for 7 yards (7-Q.Walker). PENALTY on GB-7-Q.Walker, Disqualification, 15 yards, enforced at GB 43.",2,6,50,15,TRUE,Disqualification
"(:17) (Shotgun) 17-J.Allen pass incomplete deep middle to 13-G.Davis. PENALTY on GB-91-P.Smith, Defensive Offside, 5 yards, enforced at GB 29 - No Play.",2,12,29,5,TRUE,Defensive Offside
"2-T.Bass kicks 64 yards from BUF 35 to GB 1. 25-K.Nixon ran ob at 50 for 49 yards (2-T.Bass). Return credited to GB 16 (spot of foul). PENALTY on GB-38-I.Gaines, Offensive Holding, 8 yards, enforced at GB 16.",NA,0,35,-8,TRUE,Offensive Holding
"(14:51) (Shotgun) 12-A.Rodgers sacked at GB 2 for -6 yards (50-G.Rousseau). PENALTY on BUF-91-E.Oliver, Defensive Offside, 5 yards, enforced at GB 8 - No Play.",1,10,92,5,TRUE,Defensive Offside
"(10:34) 12-A.Rodgers pass short right to 85-R.Tonyan for 10 yards, TOUCHDOWN NULLIFIED by Penalty. PENALTY on GB-85-R.Tonyan, Offensive Pass Interference, 10 yards, enforced at BUF 10 - No Play.",3,3,10,-10,TRUE,Offensive Pass Interference
"(10:14) 17-J.Allen pass short right to 13-G.Davis to BUF 39 for 9 yards (31-A.Amos). PENALTY on GB-45-E.Wilson, Defensive Holding, 5 yards, enforced at BUF 30 - No Play.",1,10,70,5,TRUE,Defensive Holding
"(8:24) (Shotgun) 26-D.Singletary left guard to GB 20 for 6 yards (31-A.Amos). PENALTY on BUF-73-D.Dawkins, Offensive Holding, 10 yards, enforced at GB 26 - No Play.",1,10,26,-10,TRUE,Offensive Holding
"(14:03) (Shotgun) 17-J.Allen pass incomplete deep middle to 14-S.Diggs. PENALTY on GB-29-R.Douglas, Illegal Use of Hands, 5 yards, enforced at BUF 27 - No Play.",3,10,73,5,TRUE,Illegal Use of Hands
"(13:15) (Shotgun) 17-J.Allen pass short left to 13-G.Davis to BUF 37 for 9 yards (23-J.Alexander). PENALTY on GB-55-K.Enagbare, Defensive Offside, 5 yards, enforced at BUF 28 - No Play.",2,14,72,5,TRUE,Defensive Offside
"(3:42) 68-B.Hart reported in as eligible.  26-D.Singletary up the middle to GB 34 for 4 yards (94-D.Lowry, 97-K.Clark). PENALTY on BUF-13-G.Davis, Unnecessary Roughness, 15 yards, enforced between downs.",2,1,38,-15,TRUE,Unnecessary Roughness
"(2:48) 17-J.Allen pass incomplete deep right to 15-J.Kumerow. Penalty on BUF-73-D.Dawkins, Ineligible Downfield Pass, declined.",3,7,46,NA,FALSE,NA
"(8:53) (Shotgun) 28-J.Jacobs left guard to NO 49 for 3 yards (94-C.Jordan). PENALTY on LV, Illegal Shift, 5 yards, enforced at LV 48 - No Play.",2,10,52,-5,TRUE,Illegal Shift
"(14:23) (Punt formation) 41-M.Farley right end to LV 42 for -3 yards (29-P.Adebo). PENALTY on LV-34-B.Bolden, Chop Block, 15 yards, enforced between downs.",4,2,55,-15,TRUE,Chop Block
"(7:47) PENALTY on NO-78-E.McCoy, False Start, 5 yards, enforced at LV 11 - No Play.",1,10,11,-5,TRUE,False Start
"(6:33) (Shotgun) 4-D.Carr sacked at LV 17 for -8 yards (sack split by 20-P.Werner and 92-M.Davenport). PENALTY on NO-29-P.Adebo, Defensive Holding, 5 yards, enforced at LV 25 - No Play.",3,10,75,5,TRUE,Defensive Holding
"(3:11) 6-A.Cole punts 35 yards to NO 16, Center-47-T.Sieg, fair catch by 89-R.Shaheed. PENALTY on LV-47-T.Sieg, Offensive Holding, 10 yards, enforced at NO 16.",4,6,51,-10,TRUE,Offensive Holding
"(13:46) PENALTY on NO-74-J.Hurst, False Start, 5 yards, enforced at NO 36 - No Play.",1,10,64,-5,TRUE,False Start
"(12:38) (Shotgun) 14-A.Dalton pass incomplete short right to 12-C.Olave. PENALTY on LV-26-R.Ya-Sin, Defensive Pass Interference, 14 yards, enforced at NO 37 - No Play.",3,9,63,14,TRUE,Defensive Pass Interference
"(10:25) 28-J.Jacobs left guard to LV 39 for 8 yards (19-C.Harris). PENALTY on NO-92-M.Davenport, Illegal Use of Hands, 5 yards, enforced at LV 39.",2,4,69,5,TRUE,Illegal Use of Hands
"(2:52) PENALTY on LV-74-K.Miller, False Start, 5 yards, enforced at LV 13 - No Play.",1,10,87,-5,TRUE,False Start
"(:06) 28-J.Jacobs left end to LV 39 for no gain (27-A.Taylor). PENALTY on LV-66-D.Parham, Offensive Holding, 10 yards, enforced at LV 39 - No Play.",1,10,61,-10,TRUE,Offensive Holding
"(12:56) 6-A.Cole punts 53 yards to NO 14, Center-47-T.Sieg, fair catch by 89-R.Shaheed. PENALTY on NO-48-J.Gray, Offensive Holding, 7 yards, enforced at NO 14.",4,16,67,7,TRUE,Offensive Holding
"(15:00) (Shotgun) 16-J.Goff pass short right to 30-Ja.Williams pushed ob at DET 35 for 10 yards (52-E.Roberts). PENALTY on MIA-52-E.Roberts, Taunting, 15 yards, enforced at DET 35.",1,10,75,15,TRUE,Taunting
"(4:09) 31-R.Mostert right tackle to DET 46 for 3 yards (34-A.Anzalone, 25-W.Harris). PENALTY on MIA-74-L.Eichenberg, Offensive Holding, 10 yards, enforced at DET 49 - No Play.",2,3,49,-10,TRUE,Offensive Holding
"(:59) (Shotgun) 1-T.Tagovailoa pass incomplete short right to 31-R.Mostert. PENALTY on DET-99-J.Okwara, Illegal Contact, 5 yards, enforced at DET 10 - No Play.",3,10,10,5,TRUE,Illegal Contact
"(13:49) 30-Ja.Williams up the middle for 1 yard, TOUCHDOWN. Penalty on MIA-94-C.Wilkins, Defensive Offside, declined.",2,1,1,NA,FALSE,NA
"(9:38) 30-Ja.Williams left end to MIA 43 for 15 yards (52-E.Roberts). Penalty on MIA-94-C.Wilkins, Defensive Offside, declined.",2,3,58,NA,FALSE,NA
"(6:43) (No Huddle) 1-T.Tagovailoa pass short middle to 84-H.Long to MIA 35 for 8 yards (44-M.Rodriguez). PENALTY on MIA-10-T.Hill, Illegal Motion, 5 yards, enforced at MIA 27 - No Play.",2,8,73,-5,TRUE,Illegal Motion
"(4:50) (Shotgun) 1-T.Tagovailoa pass incomplete deep left to 10-T.Hill. Penalty on MIA, Illegal Shift, declined.",2,6,60,NA,FALSE,NA
"(3:19) (Shotgun) 1-T.Tagovailoa sacked at DET 34 for -5 yards (33-J.Hughes). Penalty on MIA-72-T.Armstead, Offensive Holding, declined.",1,10,29,NA,FALSE,NA
"(3:00) (Shotgun) 1-T.Tagovailoa pass incomplete short middle. Penalty on MIA-71-B.Shell, Ineligible Downfield Pass, declined. Penalty on MIA-84-H.Long, Offensive Pass Interference, declined.",2,15,34,NA,FALSE,NA
"(1:55) (Shotgun) 16-J.Goff pass short middle to 32-D.Swift to DET 33 for 7 yards (8-J.Holland). Penalty on DET-73-Jo.Jackson, Ineligible Downfield Pass, declined.",3,9,74,NA,FALSE,NA
"(:18) (Shotgun) 16-J.Goff pass short right to 14-A.St. Brown pushed ob at MIA 17 for 4 yards (42-C.Fejedelem). PENALTY on MIA-20-J.Bethel, Illegal Contact, 5 yards, enforced at MIA 21 - No Play.",1,10,21,5,TRUE,Illegal Contact
"(:12) (Shotgun) 16-J.Goff pass short right to 32-D.Swift ran ob at MIA 8 for 8 yards (8-J.Holland). Penalty on MIA-6-M.Ingram, Defensive Offside, declined.",1,10,16,NA,FALSE,NA
"(9:40) (No Huddle) 31-R.Mostert up the middle to DET 1 for no gain (31-K.Joseph). PENALTY on DET-24-A.Oruwariye, Defensive Offside, 0 yards, enforced at DET 1 - No Play.",1,1,1,0,TRUE,Defensive Offside
"(9:14) (Shotgun) Direct snap to 30-A.Ingold.  30-A.Ingold up the middle for 1 yard, TOUCHDOWN. Penalty on DET-24-A.Oruwariye, Defensive Offside, declined.",1,1,1,NA,FALSE,NA
"(8:01) PENALTY on DET-58-P.Sewell, False Start, 5 yards, enforced at DET 38 - No Play.",1,10,62,-5,TRUE,False Start
"(7:42) (Shotgun) 32-D.Swift left tackle ran ob at DET 36 for 3 yards (43-A.Van Ginkel). PENALTY on DET-58-P.Sewell, Offensive Holding, 10 yards, enforced at DET 33 - No Play.",1,15,67,-10,TRUE,Offensive Holding
"(7:13) (Shotgun) PENALTY on DET-68-T.Decker, False Start, 5 yards, enforced at DET 23 - No Play.",1,25,77,-5,TRUE,False Start
"(14:27) PENALTY on DET-68-T.Decker, False Start, 5 yards, enforced at DET 26 - No Play.",1,10,74,-5,TRUE,False Start
"(13:47) (Shotgun) 16-J.Goff pass incomplete deep left to 11-K.Raymond (27-K.Crossen). PENALTY on MIA-25-X.Howard, Defensive Offside, 5 yards, enforced at DET 24 - No Play.",2,12,76,5,TRUE,Defensive Offside
"(12:21) 3-J.Fox punts 60 yards to MIA 23, Center-47-S.Daly. 11-C.Wilson to MIA 45 for 22 yards (49-C.Board). PENALTY on MIA-15-J.Phillips, Illegal Block Above the Waist, 10 yards, enforced at MIA 34.",4,19,83,10,TRUE,Illegal Block Above the Waist
"(8:33) (Shotgun) 1-T.Tagovailoa pass incomplete short left. Ball thrown away Penalty on MIA, Illegal Shift, declined. Penalty on MIA-1-T.Tagovailoa, Illegal Motion, declined.",3,8,46,NA,FALSE,NA
"(5:14) (Shotgun) 16-J.Goff pass short right to 32-D.Swift to DET 40 for -3 yards (45-D.Riley). PENALTY on MIA-94-C.Wilkins, Defensive Offside, 5 yards, enforced at DET 43 - No Play.",2,8,57,5,TRUE,Defensive Offside
"(5:48) 38-R.Stevenson left tackle to NYJ 46 for -1 yards (57-C.Mosley, 56-Qu.Williams). Penalty on NE, Illegal Formation, declined.",1,10,45,NA,FALSE,NA
"(13:52) (No Huddle, Shotgun) 2-Z.Wilson pass short right to 32-Mi.Carter pushed ob at NE 25 for 17 yards (50-R.McMillan). PENALTY on NE-3-J.Peppers, Unnecessary Roughness, 13 yards, enforced at NE 25.",1,10,42,13,TRUE,Unnecessary Roughness
"(8:00) 7-B.Mann punts 67 yards to end zone, Center-42-T.Hennessy, Touchback. PENALTY on NE-35-P.Strong, Illegal Block Above the Waist, 11 yards, enforced at NE 20.",4,1,67,11,TRUE,Illegal Block Above the Waist
"(6:24) (Shotgun) 10-M.Jones scrambles left end to NE 19 for 5 yards (57-C.Mosley). PENALTY on NYJ-57-C.Mosley, Unnecessary Roughness, 15 yards, enforced at NE 19.",3,5,86,15,TRUE,Unnecessary Roughness
"(6:10) 38-R.Stevenson left tackle to NE 43 for 9 yards (72-M.Clemons). PENALTY on NE-69-C.Strange, Offensive Holding, 10 yards, enforced at NE 35.",1,10,66,-10,TRUE,Offensive Holding
"(3:33) PENALTY on NE, Offensive Too Many Men on Field, 5 yards, enforced at NYJ 30 - No Play.",1,10,30,-5,TRUE,Offensive Too Many Men on Field
"(:37) (Shotgun) 10-M.Jones pass short left intended for 11-T.Thornton INTERCEPTED by 30-M.Carter at NYJ 16. 30-M.Carter for 84 yards, TOUCHDOWN NULLIFIED by Penalty. PENALTY on NYJ-91-J.Franklin-Myers, Roughing the Passer, 13 yards, enforced at NYJ 25 - No Play.",1,10,25,13,TRUE,Roughing the Passer
"(:23) (Shotgun) 38-R.Stevenson right guard to NYJ 2 for 10 yards (57-C.Mosley). PENALTY on NE-69-C.Strange, Offensive Holding, 10 yards, enforced at NYJ 12 - No Play.",1,10,12,-10,TRUE,Offensive Holding
"(5:19) 23-J.Robinson right guard to NYJ 21 for 4 yards (92-D.Godchaux). PENALTY on NYJ-65-N.Herbig, Offensive Holding, 8 yards, enforced at NYJ 17 - No Play.",1,10,83,-8,TRUE,Offensive Holding
"(8:54) (Shotgun) PENALTY on NE-55-J.Uche, Neutral Zone Infraction, 5 yards, enforced at NE 35 - No Play.",4,10,35,5,TRUE,Neutral Zone Infraction
"(7:09) (Shotgun) PENALTY on NYJ-17-G.Wilson, False Start, 5 yards, enforced at NYJ 21 - No Play.",1,10,79,-5,TRUE,False Start
"(8:53) 4-M.Dickson punts 49 yards to NYG 23, Center-46-C.Tinker. 80-R.James to SEA 35 for 42 yards (83-D.Young; 25-T.Homer). PENALTY on NYG-47-C.Brown, Illegal Blindside Block, 15 yards, enforced at NYG 35.",4,8,72,15,TRUE,Illegal Blindside Block
"(7:19) (Shotgun) PENALTY on NYG-79-T.Phillips, False Start, 5 yards, enforced at NYG 26 - No Play.",3,4,74,-5,TRUE,False Start
"(:38) (Shotgun) 9-K.Walker right guard to NYG 42 for no gain (55-J.Ward, 99-L.Williams). PENALTY on NYG-55-J.Ward, Face Mask, 15 yards, enforced at NYG 42 - No Play.",2,10,42,15,TRUE,Face Mask
"(8:43) (Shotgun) PENALTY on NYG-79-T.Phillips, False Start, 5 yards, enforced at NYG 48 - No Play.",1,10,52,-5,TRUE,False Start
"(2:00) (Shotgun) 9-K.Walker right guard to NYG 10 for 6 yards (99-L.Williams). PENALTY on SEA, Illegal Formation, 5 yards, enforced at NYG 16 - No Play.",2,7,16,-5,TRUE,Illegal Formation
"5-J.Myers kicks 62 yards from SEA 35 to NYG 3. 23-G.Brightwell to NYG 16 for 13 yards (41-C.Gillaspia). PENALTY on NYG-31-M.Breida, Illegal Block Above the Waist, 8 yards, enforced at NYG 16.",NA,0,35,-8,TRUE,Illegal Block Above the Waist
"(12:07) (Shotgun) 8-D.Jones sacked at NYG 28 for -4 yards (51-B.Irvin). PENALTY on SEA-51-B.Irvin, Defensive Offside, 5 yards, enforced at NYG 32 - No Play.",3,3,68,5,TRUE,Defensive Offside
"(10:28) (Shotgun) PENALTY on NYG, Delay of Game, 5 yards, enforced at NYG 40 - No Play.",3,7,60,-5,TRUE,Delay of Game
"(2:22) 7-G.Smith scrambles right guard to SEA 45 for 14 yards (20-J.Love). PENALTY on SEA, Unsportsmanlike Conduct, 15 yards, enforced between downs.",3,8,69,-15,TRUE,Unsportsmanlike Conduct
"(8:49) (Shotgun) 8-K.Pickett pass short left to 18-D.Johnson to PIT 32 for 2 yards (7-H.Reddick). PENALTY on PIT-69-K.Dotson, Ineligible Downfield Pass, 5 yards, enforced at PIT 30 - No Play.",2,5,70,-5,TRUE,Ineligible Downfield Pass
"(7:14) (No Huddle, Shotgun) 8-K.Pickett pass incomplete short right. PENALTY on PIT-76-C.Okorafor, Illegal Formation, 5 yards, enforced at PIT 47 - No Play.",2,2,53,-5,TRUE,Illegal Formation
"(7:07) (Shotgun) 8-K.Pickett sacked at PIT 33 for -9 yards (55-B.Graham). PENALTY on PHI-24-J.Bradberry, Defensive Holding, 5 yards, enforced at PIT 42 - No Play.",2,7,58,5,TRUE,Defensive Holding
"(6:58) (Shotgun) PENALTY on PIT, Delay of Game, 5 yards, enforced at PIT 47 - No Play.",1,10,53,-5,TRUE,Delay of Game
"(2:01) (Field Goal formation) PENALTY on PHI-55-B.Graham, Defensive Delay of Game, 1 yard, enforced at PHI 2 - No Play.",4,2,2,NA,TRUE,Defensive Delay of Game
"(:14) (No Huddle) 1-J.Hurts up the middle to PHI 41 for no gain (97-C.Heyward). PENALTY on PIT-57-M.Adams, Defensive Offside, 5 yards, enforced at PHI 41 - No Play.",3,1,59,5,TRUE,Defensive Offside
"4-J.Elliott kicks 65 yards from PHI 35 to PIT 0. 82-S.Sims pushed ob at PIT 38 for 38 yards (27-Z.McPhearson). PENALTY on PIT-21-T.Norwood, Offensive Holding, 10 yards, enforced at PIT 27.",NA,0,35,-10,TRUE,Offensive Holding
"(12:38) 22-N.Harris right tackle to PIT 17 for no gain (90-J.Davis). PENALTY on PIT-65-D.Moore, Illegal Formation, 5 yards, enforced at PIT 17 - No Play.",1,10,83,-5,TRUE,Illegal Formation
"(6:20) (No Huddle, Shotgun) 1-J.Hurts pass deep right to 11-A.Brown for 29 yards, TOUCHDOWN. PENALTY on PHI-11-A.Brown, Taunting, 15 yards, enforced between downs.",1,10,29,-15,TRUE,Taunting
"(6:06) 72-T.Scott reported in as eligible.  8-K.Pickett pass deep left to 14-G.Pickens to PHI 38 for 27 yards (24-J.Bradberry). PENALTY on PIT-14-G.Pickens, Offensive Pass Interference, 10 yards, enforced at PIT 35 - No Play.",1,10,65,-10,TRUE,Offensive Pass Interference
"4-N.Sciba kicks 61 yards from PIT 35 to PHI 4. 18-B.Covey to PHI 30 for 26 yards (83-Co.Heyward; 89-G.Olszewski). PENALTY on PIT, Illegal Formation, 5 yards, enforced at PHI 30.",NA,0,35,5,TRUE,Illegal Formation
"(11:30) 8-K.Pickett pass short left to 88-P.Freiermuth to PIT 40 for 3 yards (7-H.Reddick). PENALTY on PIT-76-C.Okorafor, Offensive Holding, 10 yards, enforced at PIT 37 - No Play.",1,10,63,-10,TRUE,Offensive Holding
"(4:41) (No Huddle, Shotgun) 1-J.Hurts pass short left to 11-A.Brown pushed ob at PIT 38 for 9 yards (35-A.Maulet). PENALTY on PHI, Illegal Formation, 5 yards, enforced at PIT 47 - No Play.",1,10,47,-5,TRUE,Illegal Formation
"(3:33) (Shotgun) 1-J.Hurts pass incomplete deep right to 11-A.Brown (34-T.Edmunds). PENALTY on PHI-62-J.Kelce, Offensive Holding, 10 yards, enforced at PIT 46 - No Play.",2,9,46,-10,TRUE,Offensive Holding
"(:54) (No Huddle) 8-K.Pickett pass incomplete deep left to 18-D.Johnson. PENALTY on PHI-24-J.Bradberry, Defensive Pass Interference, 14 yards, enforced at PIT 10 - No Play.",3,1,90,14,TRUE,Defensive Pass Interference
"(12:35) (Shotgun) PENALTY on PHI-98-R.Quinn, Neutral Zone Infraction, 5 yards, enforced at PIT 25 - No Play.",1,10,75,5,TRUE,Neutral Zone Infraction
"(8:40) 35-B.Scott right tackle to PHI 15 for 4 yards (92-I.Loudermilk). PENALTY on PHI-69-L.Dickerson, Offensive Holding, 5 yards, enforced at PHI 11 - No Play.",2,9,89,-5,TRUE,Offensive Holding
"(1:54) (Shotgun) 9-M.Stafford pass incomplete short right to 18-B.Skowronek. PENALTY on SF-20-A.Thomas, Defensive Holding, 2 yards, enforced at SF 4 - No Play.",2,4,4,2,TRUE,Defensive Holding
"(1:01) (Shotgun) 9-M.Stafford pass incomplete short right to 1-Al.Robinson. PENALTY on SF-7-C.Ward, Defensive Pass Interference, 1 yard, enforced at SF 2 - No Play.",3,2,2,NA,TRUE,Defensive Pass Interference
"(:01) (Shotgun) PENALTY on SF-71-T.Williams, False Start, 5 yards, enforced at SF 29 - No Play.",1,10,71,-5,TRUE,False Start
"(6:28) (Shotgun) 10-J.Garoppolo pass short left to 23-C.McCaffrey to SF 31 for -5 yards (53-E.Jones). Penalty on SF-65-A.Banks, Illegal Block Above the Waist, declined.",1,10,64,NA,FALSE,NA
"(6:07) (Shotgun) 10-J.Garoppolo pass short middle to 3-R.McCloud to SF 42 for 11 yards (24-T.Rapp). PENALTY on LA-24-T.Rapp, Unnecessary Roughness, 15 yards, enforced at SF 42.",2,15,69,15,TRUE,Unnecessary Roughness
"(5:43) 23-C.McCaffrey up the middle to LA 42 for 1 yard (54-L.Floyd, 53-E.Jones). PENALTY on LA-58-J.Hollins, Defensive Offside, 5 yards, enforced at LA 43 - No Play.",1,10,43,5,TRUE,Defensive Offside
"(:15) (Shotgun) 10-J.Garoppolo pass short right to 23-C.McCaffrey pushed ob at SF 49 for 7 yards (53-E.Jones). PENALTY on LA-53-E.Jones, Unnecessary Roughness, 15 yards, enforced at SF 49.",1,10,58,15,TRUE,Unnecessary Roughness
"(11:23) (Shotgun) 9-M.Stafford pass short middle to 1-Al.Robinson to LA 36 for 6 yards (29-T.Hufanga) [94-C.Omenihu]. PENALTY on LA-1-Al.Robinson, Taunting, 15 yards, enforced between downs.",3,5,70,-15,TRUE,Taunting
"(11:36) (Field Goal formation) PENALTY on HOU, Defensive Too Many Men on Field, 5 yards, enforced at HOU 35 - No Play.",4,13,35,5,TRUE,Defensive Too Many Men on Field
"(4:39) 4-R.Stonehouse punts 53 yards to HOU 11, Center-46-M.Cox. 25-D.King to HOU 18 for 7 yards (40-D.Hilliard). PENALTY on HOU-23-E.Murray, Illegal Block Above the Waist, 5 yards, enforced at HOU 11. Penalty on HOU-29-M.Stewart, Illegal Block Above the Waist, declined.",4,5,64,5,FALSE,Illegal Block Above the Waist
"(2:49) 10-D.Mills pass short right to 31-D.Pierce to TEN 38 for 4 yards (59-S.Okuayinonu). TEN-37-A.Hooker was injured during the play. He is Out.  PENALTY on HOU-64-J.McCray, Illegal Block Above the Waist, 10 yards, enforced at TEN 42 - No Play.",1,10,42,-10,TRUE,Illegal Block Above the Waist
"(1:22) 22-D.Henry left tackle to TEN 27 for 20 yards (36-J.Owens). PENALTY on TEN-15-N.Westbrook-Ikhine, Offensive Holding, 10 yards, enforced at TEN 20.",1,10,93,-10,TRUE,Offensive Holding
"(:55) PENALTY on TEN-55-A.Brewer, False Start, 5 yards, enforced at TEN 10 - No Play.",1,7,90,-5,TRUE,False Start
"(13:01) 11-C.Johnston punts 48 yards to TEN 15, Center-46-J.Weeks. 2-R.Woods to TEN 25 for 10 yards (32-G.Wallow). PENALTY on HOU-36-J.Owens, Offensive Holding, 10 yards, enforced at TEN 25.",4,14,63,-10,TRUE,Offensive Holding
"(12:08) PENALTY on TEN-78-N.Petit-Frere, False Start, 5 yards, enforced at TEN 41 - No Play.",2,4,59,-5,TRUE,False Start
"(9:14) PENALTY on TEN-55-A.Brewer, False Start, 5 yards, enforced at HOU 9 - No Play.",1,9,9,-5,TRUE,False Start
